spelling	defined_meaning_id
plan de trésorerie	684824
prévision de trésorerie	684824
Salomon	154005
îles Salomon	154005
iles Salomon	154005
Iles Salomon	154005
Honiara	762227
dollar des îles Salomon	762237
dollar des iles Salomon	762237
pro-mot	1244711
Lydie	1244727
océan Austral	204
océan Antarctique	204
océan glacial Antarctique	204
camisole de force	1244829
kekchí	744191
pro-mot pour verbe	1245089
guègue écrit	558569
guègue parlé	558587
albanais standard	6091
mettre les voiles	1046974
se barrer	1046974
dyadique	1245142
début d'année	1245123
sélection aléatoire	722164
damnation	722147
damnation	722152
spintronique	1245231
spintronique	1245289
électronique de spin	1245231
magnétoélectronique	1245231
cantonnais	156498
Gengis Khan	1245306
joindre les deux bouts	1245418
discours indirect libre	1245513
serbe écrit	613399
serbe écrit en alphabet latin	613405
serbe écrit en cyrillique	613411
serbe parlé	613417
turc écrit	545244
turc écrit en perso-arabe	545250
turc écrit en alphabet latin	545256
turc parlé	545262
malsain	966869
insalubre	966869
perceptivement	962303
au marc le franc	1245677
hémoglobinose S	1100320
sicklémie	1100320
anémie à cellules falciformes	1100320
anémie falciforme	1100320
entrer en collision	971499
goudron de houille	1245972
Munichois	1245988
Munichois	1260733
Intha	1221409
Sylt	913020
code hérité	976736
Maven	976802
test de logiciel	958035
multipoint	976842
multi-tactile	976842
multi-touch	976842
iPhone	975926
spécification fonctionnelle	976863
saison estivale	492590
saison d'été	492590
période estivale	492590
exécutable	472622
otalgie	1183414
reprise économique	1246177
épopée nationale	1246186
lentille gravitationnelle	1246240
macrolentille	1246240
mirage gravitationnel	1246240
-ité	1207706
-té	1207706
-osité	1207706
-ibilité	1207706
-abilité	1207706
Mauritanien	1207942
luxueusement	1208984
richement	1208984
multidisciplinaire	1220496
-logie	1201977
-ologie	1201977
-logique	1202005
-logue	1202025
-logiste	1202025
baraba	546233
baraba parlé	546239
circonscrir	7841
mélancolique	1188198
ougandais	1192255
Malawite	1187915
inenvisageable	1246685
impensable	1246685
inconcevable	1246685
jeter dehors	1076676
-aïque	1207673
golfer	1246726
Zimbabwéen	744402
zimbabwéen	1246732
milliardaire	1246742
milliardaire	1246778
milliardaire	1246781
demi-sœur maternelle	1168648
sœur utérine	1168648
démineur	1205907
martinet noir	1246839
continûment	6903
Delhi	1212362
Haïfa	1217574
falsifié	1209229
contrefait	1209229
brokskat	578436
brokskat parlé	578454
brokskat écrit	578442
brokskat écrit en balti	578448
français cadien	606605
français cajun	606605
français cajun écrit	606611
français cajun parlé	606623
français cajun écrit en alphabet latin	606617
Facebook	963275
trois lois de la robotique	969844
lois de la robotique d'Asimov	969844
indéterministe	968944
non déterministe	968944
non-déterministe	968944
improbable	841209
improbablement	1247012
ASCII	844676
Abraham Lincoln	848224
étymologiste	1057301
étymologiste	1057307
chauffeur de taxi	1227669
cosmochimie	1247065
cosmochimiste	1247089
astrochimie	1247095
astrochimiste	1247109
préoccuper	701451
se soucier	695750
se préoccuper	695750
hypotension	711625
hypotendu	1247179
hypotensif	1247182
anhydride	1247216
anhydrite	1247228
4D	1175258
quadridimensionnel	1175258
quadri-dimensionnel	1175258
dermatomyosite	1175011
fasciite	1176095
sialadénite	1177073
typhlite	1177819
pancréatite	1177986
pneumonite	1179275
alvéolite pulmonaire	1181710
diverticulite	1181755
à jambes rebindaines	1247343
cul par-dessus tête	1247343
jambes en l'air	1247343
jambes par-dessus tête	1247343
les quatre fers en l'air	1247343
féminisme	1247384
foulard	1247454
se vêtir	351289
se fringuer	351289
se saper	351289
kurmandji	803074
ligne droite	451773
ligne mélodique	417054
phrase mélodique	417054
attraper un rhume	1248081
s'enrhumer	1248081
patrie	1162698
giboyeux	1248965
callipyge	1249009
paire de ciseaux	5807
cacopyge	1249094
stéatopyge	1249161
guanche	559989
sinueux	1193133
retors	1193133
fourbe	1193136
détourné	1193130
électromoteur	1124326
électrotype	1124487
érythréen	1127575
endothermique	1125787
siège principal	500850
moteur de recherche	1249370
éponyme	1249386
acrostiche	1249396
acrostiche	1249444
anthropogénique	920511
ichtyose	1249462
huastèque	722019
deux-cents	878234
sable bitumineux	3712
sable bitumeux	3712
système nerveux autonome	789367
système nerveux neuro-végétatif	789367
système nerveux végétatif	789367
système nerveux viscéral	789367
créole du Cap-Vert	610000
angioplastie	863413
théorie du Big Bang	789373
adipeux	789581
Kuala Lumpur	730840
antisémitisme	844711
anti-sémitisme	844711
spectrophotométrie	1250003
spectrophotomètre	1250031
spectrophotométrique	1250043
taux de cristallinité	1250066
cristallinité	1250066
italien parlé	609037
géorgien parlé	566488
grec parlé	559011
grec écrit	558987
irlandais écrit	567128
irlandais parlé	567140
kirghiz écrit	546529
kirghiz parlé	546553
slovène écrit	612875
piémontais parlé	608430
ourdou écrit	583550
slovaque parlé	612369
leggings	1250289
caleçon	1250289
caleçon	1371751
collant sans pieds	1250289
ourdou parlé	583562
mannois écrit	567362
mannois parlé	567380
polonais parlé	612116
slovène parlé	612893
ouïghour écrit	546723
ouïghour parlé	546753
marathe écrit	582660
marathe parlé	582684
orija écrit	585864
portugais parlé	603570
vénitien parlé	608168
coréen écrit	593099
coréen parlé	593135
orija parlé	585882
haoussa parlé	574854
haoussa écrit	574836
kabyle parlé	560567
kabyle écrit	560555
malayâlam écrit	589594
malayâlam parlé	589624
penjâbî écrit	579576
penjâbî parlé	579600
napolitain écrit	609209
napolitain parlé	609221
népalais parlé	579464
népalais écrit	579452
tamoul écrit	589412
tamoul parlé	589436
vietnamien écrit	551779
tatar écrit	546125
tatar parlé	546137
roumain écrit	611071
roumain parlé	611089
télougou parlé	588534
lak parlé	565828
romani Vlax parlé	586471
latin parlé	609610
lombard parlé	608308
iakoute écrit	547202
iakoute parlé	547214
sanskrit écrit	583338
sanskrit parlé	583398
thaïlandais écrit	555844
thaïlandais parlé	969501
wallon parlé	606113
gallois écrit	567424
gallois parlé	567454
kashmiri écrit	578558
bas-sorabe parlé	611936
turkmène écrit	545563
turkmène parlé	545581
sicilien parlé	609135
kazakh écrit	546471
kazakh parlé	546495
macédonien parlé	613669
macédonien écrit	613657
haut-sorabe parlé	612004
sindhi parlé	580266
sidamo écrit	575791
sidamo parlé	575809
singhalais écrit	586176
pore	1250608
sueur	1250835
transpirer	1250941
suer	1250941
électro-encéphalogramme	1251108
EEG	1251108
sclérose latérale amyotrophique	1251147
maladie de Charcot	1251147
SLA	1251147
bongó	404017
algérois	1292380
candaulisme	1251412
darshan	1251438
darshana	1251438
shampooing sec	1251454
inattractif	1251468
inattrayant	1251468
Pichilemu	1251394
habit	873939
fringue	873939
fringues	8254
fringuer	351286
porte-fenêtre	1251622
essuie-glace	1251636
suppression	1251688
binarisation	1251697
pharyngal	1251828
laryngopharynx	1251810
hypopharynx	1251810
rhinopharynx	1251752
nasopharynx	1251752
oropharynx	1251779
tuberculeux	1251863
cavité nasale	1251903
fosse nasale	1251903
alunissage	1251971
on n'a rien sans rien	1251945
gargouille	1252014
islamophobie	1252053
islamophobe	1252084
islamophobe	1252090
islamisation	1252095
larcin	631463
narine	527874
naseau	527874
trou de nez	527874
lomongo	909018
-ain	1194108
-ien	1194108
-aine	1194108
-ienne	1194108
-éen	1194108
-éenne	1194108
-éien	1194108
-éienne	1194108
-ais	1194108
-aise	1194108
soins dévoués	1252425
soins attentionnés	1252425
des millénaires durant	441033
des milliers d'années durant	441033
fourrer	476858
enconner	476858
excusez-moi	342504
excusez-moi	1342549
excuse-moi	342504
hippopotomonstrosesquippedaliophobie	1252846
faux-cul	523272
areligieux	1252907
irréligieux	1252907
podologue	926359
podologiste	926359
kirghiz écrit en alphabet latin	546541
biparti	893221
aceh	656766
achinais	656766
cor alpin	402056
cuniculophobie	1253165
B.A.-BA	1156326
araona	668027
phylogénie moléculaire	676742
trichotillomanie	1253214
Pétersbourgeois	1253279
Saint-Pétersbourgeois	1253279
pétersbourgeois	1253282
saint-pétersbourgeois	1253282
ougaritique	1253454
seller	1533337
seller	1533351
jardinier à nuque rose	1253542
tremblement	978204
Ennéade	1253610
ennéade	1253624
ordre du Temple	1253630
Pauvres Chevaliers du Christ et du Temple de Salomon	1253630
Templier	1253665
chevalier du Temple	1253665
embrasure d'une porte	1070009
embrasure de la porte	1070009
huis	1253751
cerf élaphe	858
raton laveur commun	354847
oiseau-mouche	652702
bleu clair	1254213
bleu foncé	1254237
fumière	1254273
perdre la face	1254278
alexipharmaque	8134
Wenbera	672868
Benishangul-Gumaz	672881
Guba Koricha	672906
Sirba Abbay	672954
Agalo Mite	672966
Yaso	672977
Mandura	672991
Dibate	673005
Metemma	673025
kaingang	750300
maladie tropicale	1254478
fièvre rouge	480865
toxicologue	1006257
toxicologiste	1006257
de l'Allemagne du Sud	1145586
mythologie classique	1159570
mythologie gréco-romaine	1159570
mythologie gréco-latine	1159570
en soie	1210916
mécatronique	1220472
turcologie	1254689
calliphorine	1254726
nécrophage	1254732
nécrophage	1254746
charognard	1254732
nécrophagie	1254755
coprophage	1254765
coprophage	1254780
coprophagie	1254786
scatophagie	1254786
scatophage	1254765
scatophage	1254780
épousailles	5531
épousailles	5532
cérémonie de mariage	5532
cygneau	1254984
romani	586457
rromani	586457
hagiotoponyme	1255105
hagiotoponymie	1255111
sainteté	1255117
carcinologie	2653
cancérologie	2653
Organisation de libération de la Palestine	1255165
OLP	1255165
camélodrome	1255339
mouffette	1255367
âgé	525061
moufette	1255367
mofette	1255367
sconse	1255367
bête puante	1255367
putois	1255488
putois d'Europe	1255488
République de Turquie	7320
électrophysiologie	1256098
cresson de fontaine	1256137
cresson de ruisseau	1256137
cresson d'eau	1256137
grasson	1256137
grillon champêtre du Pacifique	1256206
ostothèque	1256439
est fait de	862691
otuho	601030
lotuho	601030
lotuxo	601030
lotuko	601030
aragonais écrit en alphabet latin	604473
aragonais écrit	604467
panneau stop	866482
panneau arrêt	866482
feu de circulation routière	350698
socioéconomie	4412
âge de la pierre	8244
Rapetou	1256906
Donald	7336
Daisy	1256920
Daisy Duck	1256920
Riri	1256931
Fifi	1256979
Loulou	1257028
dégazage	1257080
éruption limnique	1257091
lac méromictique	1257115
lixiviat	1257131
ayran	1257211
faire crac-crac	7269
pouding au riz	1257356
riz au lait	1257356
abé	656375
abbey	656375
abi	656375
araki	662339
fongbe	710933
fon	710933
futunien	1257575
coréen écrit en hangeul	593129
coréen écrit en hanja	593123
rendez-vous galant	829698
rouler au pas	1257697
analoguement	1257709
l'avenir appartient à ceux qui se lèvent tôt	413858
le monde appartient à ceux qui se lèvent tôt	413858
filtre adapté	1257744
croate kaïkavien	613499
kaïkavien parlé	613505
Aveiro	652720
Aveiro	652982
district d'Aveiro	652982
dollar de Surinam	735603
situé en	974957
Surinamien	798944
Qatarien	742514
Qatari	742514
Qatariote	742514
riyal qatari	742523
riyal	742523
soutien-gorge minimiseur	1257813
soutien-gorge minimisant	1257813
sauge	1257823
sauge officinale	1257823
glaciologue	1257900
glaciologique	1257910
herbe sacrée	1257823
thé d'Europe	1257823
hémicycle	385399
levure de bière	1258060
pyrale du maïs	1258074
alopécie	1198835
alopécie	1258023
pelade	1258023
idonéité	966023
désert d'Atacama	1258112
moyenâgeux	366071
agnostique	1183865
cogérer	1258366
folate	1258379
thé de sauge	1258394
chimère	7831
chimère	1258417
chimère	1258429
vitamine B2	1191157
riboflavine	1191157
lactoflavine	1191157
taux de morbidité	1258447
morbidité	1258447
macaque rhésus	1258456
singe rhésus	1258456
bandar	1258456
éthologiste	1258470
éthologue	1258470
éthologique	1258478
rhésus	1258456
karone	860095
karon	860095
karoninka	860095
haoussa (ajami)	574842
haoussa (latin)	574848
luxure	993977
se ralentir	1258683
décélération	1258768
décélération	1258771
ralentissement	1258771
langues indo-européennes	343595
gnomonique	1258795
Union de Birmanie	8375
tri-dimensionnel	959197
baht	1259438
diastème	1259479
physiognomonie	1259507
antipollution	1259555
anti-pollution	1259555
Asiatique	1259571
asiatique	1259574
généreusement	1259637
généalogique	1259643
généalogiquement	1259669
généalogiste	1259676
gyroscopique	1259708
gyroscopiquement	1259730
frénétiquement	1259781
financièrement	1259797
fratricide	1259814
fratricide	1259817
fratricide	1259905
matricide	1146672
matricide	1146675
régicide	1260000
patricide	1259944
patricide	1259947
photojournalisme	1260009
photojournaliste	1260071
photojournalistique	1260077
ultrafroid	1260085
ultra-froid	1260085
épiphyse	1260095
épiphysaire	1260119
innocuité	1260125
FIV	6906
maladie de Creutzfeldt-Jakob	1260149
MCJ	1260149
fétichisme	1260282
fétichiste	1260310
mari des montagnes	1260349
mari de l'est	1260357
tojolabal	1048759
parents adoptifs	1260418
inexploré	1260436
lompe	1260448
lump	1260448
lièvre de mer	1260448
cycloptère	1260448
grosse poule de mer	1260448
hassidisme Haba'd	1260490
hassidisme de Loubavitch	1260490
chabazite	1260515
hacktivisme	1260554
hacktiviste	1260574
étrangler	1260643
étrangler	1260651
stranguler	1260643
stranguler	1260651
strangulation	1260684
strangulation	1260687
étrangleur	1260713
Munichoise	1260739
antonymie	1260994
arachnide	1261012
arachnides	1261046
arachnoïdien	1261058
arachnoïdien	1261061
arachnophobie	1261071
arachnophobe	1261111
arachnophobe	1261117
arachnophobique	1261117
arachnéphobique	1261117
point de fumée	952209
en forme	1261129
parc éolien	1261144
ferme éolienne	1261144
trans-neptunien	1242620
plutoïde	1261215
addictologie	1261258
addictologue	1261264
assuétude	1088255
accro	1261273
addictif	1261280
maladie d'Addison	1261290
insuffisance surrénalienne chronique primaire	1261290
autopsier	1261361
trafic d'enfants	1261391
scénario catastrophe	1261387
esclavage infantile	1261378
puérilement	1261455
infantilement	1261455
puérilité	1261463
infantilité	1261463
thalamus	687213
tuwuli	681548
phlébite	681638
thrombophlébite	681638
papillon monarque	8389
tératome	1261660
immunosuppression	1261682
immuno-inhibition	1261682
immunosupprimé	1261712
immuno-supprimé	1261712
actinomètre	1189261
Webster 1913	1172434
immunosuppresseur	1261725
immunosuppresseur	1261754
médicament immunosuppresseur	1261725
coléoptères	1261764
coléoptérologie	1261777
coléoptérologiste	1261796
coléoptérologue	1261796
Volkswagen Coccinelle	1261804
Coccinelle	1261804
Volkswagen Type 1	1261804
pilule contraceptive	1261867
pilule	1261867
holikachuk	708839
cytotoxique	1261909
cytotoxique	1261928
antinéoplasique	491545
médicament cytotoxique	1261928
thaï septentrional	555705
thaï yuan	555705
thaï septentrional écrit	555711
thaï septentrional parlé	555729
thaï septentrional écrit en yuan	939786
thaï septentrional écrit en thaï	939732
pour rien	714063
pour le roi de Prusse	714063
femme fatale	1131191
Melbourne	755901
jute	1262564
jute	1262574
chanvre de Calcutta	1262574
sac de jute	1262599
sac en jute	1262599
écosser	1262615
égrener	1262615
écossage	1262625
égrenage	1262625
égrènement	1262625
riz basmati	1262646
riz aromatique	1262679
basmati	1262646
riz au jasmin	1262697
riz cargo	1262789
riz brun	1262789
riz complet	1262789
riz parboiled	1262855
riz patna	1262893
riz blanc	1262921
riz sauvage	1262939
zizanie des marais	1262939
achat de ravitaillement	1263038
résistant à l'hiver	1263063
brehaigne	500933
bréhaigne	500933
île d'Émeraude	5745
ile d'Émeraude	5745
République d'Irlande	5744
kurukh	587447
kurukh écrit	587453
kurukh écrit en dévanagari	587459
kurukh parlé	587465
gaz lacrymogène	1263221
larmes de crocodile	1263503
vacant	536588
bison d'Amérique du Nord	398978
bishnupriya	684155
bishnupriya manipuri	684155
bishnupriya écrit	585172
bishnupriya écrit en bengali	585178
bishnupriya parlé	585184
gâchis	631498
une fois pour toute	904303
une bonne fois pour toutes	904303
pour toujours	341772
xénope du Cap	1263732
tensiomètre	1263750
sphygmomanomètre	1263750
maiduguri	611410
âme	349815
âme	349830
kanuri central parlé	611350
kanuri central écrit	611338
kanuri central écrit en arabe	611344
kara	893573
guragone	714164
tchoulym	546972
tchoulyme	546972
tchoulym parlé	546978
asturien parlé	604339
asturien écrit	604327
asturien écrit avec l'alphabet latin	604333
Lənkəran	622357
sphyrènes	1264315
barracuda	1264332
sphingidés	1264350
sphingidé	1264372
panhellénique	948339
atomicité	954181
claustrophobe	952997
claustrophobique	952997
langage de programmation orientée objet	953307
langage de POO	953307
fécondité	682944
fécondité	1196389
fécondité	1196392
quadrupède	1264758
quadrupède	1264790
pangolin	1264869
manidé	1264869
fourmilier écailleux	1264869
unité centrale	1264936
spéléologue	1102136
spéléologique	1264969
Sud-Coréen	1102444
du premier coup	1265064
troué	1265188
Nord-Coréen	1001124
Guyanais	735775
Guinéen	1004033
Gambien	1000532
Burkinabé	1000109
Burkinabè	1000109
Bermudien	1008599
Amsterdamois	733130
golfe du Tonkin	715814
baie de Beibu	715814
orthodontie	715824
orthopédie dento-faciale	715824
base de lancement	1265517
cosmodrome	1265517
cosmétiquement	1265599
dentisterie cosmétique	1265607
cosmétique dentaire	1265607
dentisterie esthétique	1265607
odontologie esthétique	1265607
odontologie cosmétique	1265607
cosméticien	1265622
chirurgien esthétique	1265630
chirurgien plastique	1265645
chirurgie esthétique	1265651
chirurgie plastique	1265671
énamourement	544841
programmation événementielle	1265744
programmation évènementielle	1265744
amele	657139
lemolang	886262
baebunta	886262
limola	886262
lindu	802429
sénateur	660975
baynunk	1265808
baïnouk	1265808
baynounk	1265808
baïnouk-gunyaamolo	671256
thanatophobie	1265968
au début	1266015
au commencement	1266015
initialement	494290
initialement	1266015
sociologue	1266268
hijab	1266309
hidjab	1266309
tutoriel	1266471
triple play	1266477
triple service	1266477
ruiner	1152220
ravager	1152220
ruiner… de fond en comble	476968
détruire… de fond en comble	476968
détruire complètement	476968
vertement	1266580
dessous-de-table	517028
bakchich	517028
faire la cuisine pour	675644
bivalves	457947
polyandrie	1267070
polyandrie	1267121
polygynie	1267128
polygynie	1267159
polyandrie animale	1267121
polygynie animale	1267159
charogne	1267330
thoracique	687297
polygamie	1267421
monogamie	1267519
thrombocyte	687306
plaquette sanguine	687306
globulin	687306
plaquette ombocyte	687306
Albertain	1267764
climato-sceptique	1267770
climatosceptique	1267770
résilier	637814
rayer	637826
rayer	1375504
s'élargir	1267890
Cachemiri	1267972
cachemiri	394780
cachemiri	1267975
syncrétisme	1267997
syncrétique	1268023
syncrétiste	1268023
gloire	1268098
accidentologie	1268311
charge à… de	1268323
non armé	1268387
inamical	1200007
hostile	1200007
hostile	1200036
malveillant	1200007
inamicalement	1268466
amicalement	1268482
République islamique du Pakistan	7776
Pakistanais	1268573
pakistanais	1268609
cancer du côlon	681996
cancer colorectal	681996
mammographie	682168
mammographique	1268674
mammographiquement	1268682
mammographe	1268688
mammogramme	1268694
viral	682530
hajong	585590
hajong écrit	585596
hajong parlé	585608
hajong écrit en assamais	585602
autour des palombes	1052533
intertrigo	808253
karatéka	805899
karakalpak parlé	546441
karakalpak écrit	546429
karakalpak écrit en cyrillique	546435
district de Viseu	653053
Viseu	653053
grec ancien parlé	558931
malgache	1270061
décupler	1270147
vermifuger	1271162
parsec	983699
à côté de	752575
thoracotomie	1271560
antémémoire	957474
tenailles	723205
tenaille	723205
paire de tenailles	723205
acide acétylsalicylique	6985
langue centum	1271687
souriceau	1271838
suture	746635
accouchement non-assisté	747015
accouchement sans assistance	747015
holocauste	1272124
faire contre mauvaise fortune bon cœur	1272152
futurologie	500316
cliente	1272324
judéo-géorgien	566554
soupe à la queue de bœuf	919857
corps noyé	919851
khamyang écrit en thaï	555388
signe du zodiaque	1160435
signe zodiacal	1160435
signe astral	1160435
signe astrologique	1160435
dameli	577801
dameli parlé	577813
déboutonner	1272647
dormeur	1272703
dormeuse	1272718
sextupler	1272741
sextupler	1272744
adulescent	1272756
xénoglossie	1272798
ulcère de Buruli	1272836
mbasu	1272836
goniométrique	1272862
xylothèque	1272868
dinde hachée	916286
porc haché	916276
ensoleillement	918547
archiver	723314
fièvre jaune	1273021
vomi noir	1273021
peste américaine	1273021
encéphalite japonaise	1273059
chikungunya	1273085
chik	1273085
virus du Nil occidental	1273112
sarracénie pourpre	1273130
agneau haché	916258
latence	525970
transaction	451545
transaction	690511
aux yeux marron	525637
aux yeux noirs	525644
aux yeux clairs	525674
aux yeux verts	525628
aux yeux bleus	525618
aux yeux sombres	525665
électro-magnétique	477408
électromagnétique	477408
sievert	346284
becquerel	341585
pascal	341482
siemens	346267
lumen	341641
lumen	1192450
création d'emploi	534813
Bâton-Rouge	366895
Honolulu	366867
Springfield	366875
localité	1153190
rideau métallique	1273286
enfant naturel	637982
glucose sanguin	1273591
glycémie	1273600
hyperglycémie	1273628
hypoglycémie	1273684
répondre par l'affirmative	1273746
dire oui	1273746
répondre affirmativement	1273746
répondre négativement	1273761
répondre par la négative	1273761
répondre non	1273761
éléphant d'Afrique	1273776
éléphant de savane d'Afrique	1273796
éléphant de forêt d'Afrique	1273814
éléphant d'Asie	1273834
glycol	1273900
diol	1273900
diol géminal	1273916
diol vicinal	1273929
WTLS	1272736
protocole WAP	1272594
génie	6505
génie	1085263
colis piégé	1274251
lettre piégée	1274278
francophilie	1274316
chausse-pied	1274381
chaude-pisse	496411
chaudepisse	496411
guayusa	802664
troisième rail	1274478
levure de boulanger	1274634
topologie en étoile	1274626
autopartage	1274738
partage de véhicule	1274738
auto-tamponneuse	1274785
auto-scooter	1274785
sucre de betterave	1274825
épizootie	1274902
full-duplex	1275010
duplex intégral	1275010
kougelhof	1226985
kugelhof	1226985
kugelopf	1226985
kugelhopf	1226985
duplex	1274994
half-duplex	1275002
bioclimatique	1275122
bioclimatiquement	1275128
pain au chocolat	1275140
chocolatine	1275140
petit pain	1275140
petit pain au chocolat	1275140
éclipse solaire	1275231
éclipse de Soleil	1275231
éclipse de soleil	1275231
éclipse lunaire	1275301
tamiser	1160828
sasser	1160828
tamis	1275422
tamis	1412513
avoir la tête comme une passoire	1275475
sauce	1275504
sauce Mornay	907276
sauce pimentée	1020500
Tabasco	1020484
sauce Tabasco	1020484
sauce Worcestershire	909939
peluche	1275658
peluche	1275665
pluche	1275658
canneberge	1275727
canneberge	1275773
grande airelle rouge d'Amérique du Nord	1275727
cranberry	1275727
cranberry	1275773
énergivore	1275955
énergievore	1275955
bâtonnet glacé	1276034
smoothie	1276090
cauchemarder	1276164
faire des cauchemars	1276164
biométrique	857379
passeport biométrique	857360
animer	858226
andalou	860441
du	862334
produit à base de fruits	862808
liqueur de framboise	854845
historique	695580
cheese-cake	921782
grammaticalisation	1276422
kidnapping	364426
rapt	364426
Nigérien	1276465
nigérien	1276468
nigérian	1276493
technicien de surface	1276497
femme de ménage	1276525
technicienne de surface	1276525
anesthésie générale	1276605
AG	1276605
anesthésiant général	1276622
cocaïnomane	1276671
morphinomane	1276678
diluvien	1276694
diluvial	1276694
baby-boom	826748
babyboom	826748
baby boomer	1276717
baby-boomer	1276717
clinique	949361
Ask	1276819
Embla	1276826
orbitographie	1276835
cils	1276860
oreilles	1276870
épaules	1276888
paume de la main	529277
mollets	1276917
doigts de pied	1276929
frelon oriental	1276940
allaitement	1110893
allaitement au sein	1110893
caséine	1276956
sarde	609380
logoudorien	609414
logoudorais	609414
campidanien	609504
campidanais	609504
cagliaritain	609538
ogliastrais	609544
sassarais	608923
sassarien	608923
sassarien parlé	608929
napolitain écrit en alphabet latin	609215
népalais écrit en dévanagari	579458
café Sidamo	671760
sidamo écrit en éthiopien	575803
alphasyllabaire guèze	670475
alphasyllabaire éthiopien	670475
alphasyllabaire	670491
abugida	670491
sidamo écrit en alphabet latin	575797
interopérabilité	671996
psychologie cognitive	671788
acouphène	1277138
coucou menu	1277198
atriau	1277212
auto-entreprise	1277217
autoentreprise	1277217
auto-entrepreneur	1277223
autoentrepreneur	1277223
tacot	1277230
tas de ferraille	1277230
prophète	1068480
devin	1068480
breton écrit en latin médiéval	567798
breton écrit	567792
tosque écrit	558681
tosque écrit en alphabet latin	558699
betterave	1277422
calcul mental	1278006
bourrin	1278582
canasson	1278582
rosse	1278582
rossinante	1278582
civilisationnel	1278660
civilisationnellement	1278668
séquençage	1278765
milligramme	1278964
décigramme	1279009
centigramme	1279033
microgramme	1279072
nanogramme	1279094
picogramme	1279102
femtogramme	1279112
attogramme	1279122
zeptogramme	1279134
yoctogramme	1279142
décagramme	1279154
hectogramme	1279200
myriagramme	1279213
mégagramme	951690
gigagramme	1279221
kilotonne	1279221
téragramme	1279254
pétagramme	1279262
exagramme	1279270
zettagramme	1279278
yottagramme	1279286
okinawaïen	594399
okinawaïen parlé	594429
okinawaïen écrit	594405
okinawaïen écrit en japonais	594411
okinawaïen écrit en sunagawa-kisoushi	594417
okinawaïen écrit en toki-kisoushi	594423
adénoïdectomie	1279329
désacraliser	1051195
ectomie	1279312
Himalaya	633099
chaîne de l'Himalaya	633099
chaine de l'Himalaya	633099
tatar écrit en cyrillique	546131
chimie verte	1279565
malinois	1279575
berger malinois	1279575
cynophile	1279585
cynophilie	1279591
cynophobie	1279597
cynophobe	1279605
maître-chien	1279611
maitre-chien	1279611
ghotuo	656305
sensibilité électromagnétique	1279643
électro-sensibilité	1279643
électro-hypersensibilité	1279643
HSEM	1279643
électrosensibilité	1279643
Néfertiti	1279689
pâte à pain	977531
diamantifère	1279801
puits de carbone	1279861
puits CO2	1279861
malaisien	1279887
Malaisien	1279907
twitter	1279928
tweeter	1279928
alien	790212
amanite tue-mouches	1279952
fausse oronge	1279952
molluscicide	1280013
proto-germanique	1279993
germanique commun	1279993
épépiner	1280218
épépiner	1280212
petit orteil	1046517
contraception post-coïtale	1280260
enfant soldat	1186221
tout d'abord	494290
premièrement	494290
cygne siffleur	1280290
insémination artificielle	1280301
insémination	1280333
systémique	1280348
sympathiquement	1280370
sympathectomie	1280376
système nerveux sympathique	1280391
système nerveux orthosympathique	1280391
grève sympathique	1280433
vibration sympathique	1280439
éléphanteau	1280445
once troy	1280455
incirconcis	1280465
khmu	551048
kammu	551048
khmu écrit	551054
khmu parlé	551072
biostatistique	1099930
cratérisé	1280527
rampe de lancement	1280544
tournevis cruciforme	1280533
tournevis cruciforme	1396619
nord-africain	1280559
Nord-Africain	1280562
dame de fer	651413
bloguer	1280716
réalité augmentée	1280776
faute morale	1280872
dégouter	1062555
souillure	1280977
œsophagectomie	1281023
croate écrit en alphabet latin	613431
croate écrit	613425
croate parlé	613437
anxiolytique	1281122
bipédie	1281151
intégrité écologique	680423
friture	941451
northern sierra miwok	709015
miwok de la sierra septentrional	709015
plagiat	1281182
plagiat	1281209
joie maligne	1281274
Attributs de la classe communautaire	764448
Apure	766127
lunettes à double foyer	994068
méthode de développement logiciel	1017386
Sainte-Hélène	1088229
étiqueter	1281359
mammalien	1281386
organe voméro-nasal	1281459
organe voméronasal	1281459
organe de Jacobson	1281459
Amaterasu	1281477
canal de naissance	1281516
kairos	1281525
ouragan	1813
calvitie	1281601
vasectomie	682486
désinviter	1281840
nogaï	546373
nogay	546373
nogaï écrit	546379
nogaï écrit en cyrillique	546385
nogaï parlé	546391
agréable à Dieu	1281894
directeur de thèse	1281926
directrice de thèse	1281943
tomosynthèse	1281952
clepsydre	531265
Image de "Commons"	1281905
enseigne	1281993
évergétisme	1282071
évergésie	1282071
ville fantôme	1282553
nègre	1282557
nègre littéraire	1282557
pouponnière d'étoiles	1282909
famille de langues	1282916
plie commune	1282971
carrelet	1282971
pièce de monnaie	8052
carburant vert	4671
tablette tactile	1283411
tablette électronique	1283411
ardoise électronique	1283411
ordinateur tablette	1283411
applet	1283469
appliquette	1283469
filoutage	379248
papillon de jour	7316
rhopalocère	7316
rhum	1283512
rhum blanc	1283600
rhum ambré	1283613
rhum aux épices	1283622
rhum arrangé aux épices	1283622
rhum brun	1283631
châtaigneraie	1283750
langue naturelle	1283790
archéométallurgie	1283823
riziculture	1283835
culture du riz	1283835
rizicole	1283849
riziculteur	1283855
antitabac	1283871
entomophagie	1283906
entomophagie	1283934
insectivorie	1283934
entomophage	1149170
entomophage	1283942
entomologique	1283950
entomophobie	1283962
entomophile	1283970
